stock_code,name,EAN,qty_avail,qty_held,order_qty_min,order_qty_step,price,rrp,special,cost,image,description,category,subcategory,"Custom field 1","Custom field 2","Custom field 3","Custom field 4","Custom field 5","Custom field 6","Custom field 7","Custom field 8","Custom field 9"
FCD00031,,FCD00031,0.42,,1,,15000.00,26995.00,,,FCD00031,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2145142897 FG",,FGY,,4.36x4.12x2.51mm,"W/H: 0.42",,
FCD00034,,FCD00034,0.44,,1,,33230.77,58995.00,,,FCD00034,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 7316024957 FVYO",,FVYO,SI2,4.44x3.83x2.74mm,"W/H: 0.44",,
FCD00035,,FCD00035,0.48,,1,,6692.31,12495.00,,,FCD00035,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 6173104324 FVOY",,FVOY,,4.51x4.19x2.89mm,"W/H: 0.48",,
FCD00036,,FCD00036,0.43,,1,,6692.31,12495.00,,,FCD00036,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 1172104212 FDYO",,FDYO,,4.56x4.17x2.62mm,"W/H: 0.43",,
FCD00037,,FCD00037,0.32,,1,,3461.54,6495.00,,,FCD00037,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 6224729303 FYO FYO",,FYO,SI1,3.98x3.60x2.40mm,"W/H: 0.32",,
FCD00038,,FCD00038,0.32,,1,,15000.00,26495.00,,,FCD00038,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 5343057092 FGY",,FGY,SI1,3.70x3.56x2.60mm,"W/H: 0.32",,
FCD00039,,FCD00039,0.23,,1,,17307.69,30495.00,,,FCD00039,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2193402064 FVYO",,FVYO,VS2,3.78x3.03x2.14mm,"W/H: 0.23",,
FCD00040,,FCD00040,0.32,,1,,126923.08,222495.00,,,FCD00040,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2185095083 FIG",,FIG,VS2,4.33x4.39x2.68mm,"W/H: 0.32",,
FCD00042,,FCD00042,0.25,,1,,20769.23,36995.00,,,FCD00042,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 5222729300 FVOY",,FVOY,I1,4.02x3.06x2.13mm,"W/H: 0.25",,
FCD00043,,FCD00043,0.36,,1,,20769.23,36995.00,,,FCD00043,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2225729307 FVOY",,FVOY,VS1,4.59x3.61x2.63mm,"W/H: 0.36",,
FCD00044,,FCD00044,0.12,,1,,20769.23,36995.00,,,FCD00044,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 6227729579 FVYO",,FVYO,,3.71x2.71x1.73mm,"W/H: 0.12",,
FCD00045,,FCD00045,0.20,,1,,11538.46,20495.00,,,FCD00045,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 6227729299 FGY",,FGY,VS1,3.35x3.35x1.99mm,"W/H: 0.20",,
FCD00046,,FCD00046,0.19,,1,,11538.46,20495.00,,,FCD00046,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2225729293 FGY",,FGY,SI2,3.36x3.34x1.87mm,"W/H: 0.19",,
FCD00060,,FCD00060,0.21,,1,,36923.08,64995.00,,,FCD00060,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2225729284 FGY",,FGY,SI1,3.85x2.57x2.17mm,"W/H: 0.21",,
FCD00061,,FCD00061,0.15,,1,,36923.08,64995.00,,,FCD00061,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 5221729270 FIGY",,FIGY,SI1,2.75x2.52x2.15mm,"W/H: 0.15",,
FCD00062,,FCD00062,0.22,,1,,36923.08,64995.00,,,FCD00062,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2225729262 FIGY",,FIGY,VS2,3.24x3.00x2.60mm,"W/H: 0.22",,
FCD00063,,FCD00063,0.23,,1,,36923.08,64995.00,,,FCD00063,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 6224729364 FVGY",,FVGY,VS1,3.24x3.16x2.72mm,"W/H: 0.23",,
FCD00064,,FCD00064,0.34,,1,,36923.08,64995.00,,,FCD00064,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2221729312 FIGY",,FIGY,SI1,3.73x3.66x2.85mm,"W/H: 0.34",,
FCD00065,,FCD00065,0.26,,1,,36923.08,64995.00,,,FCD00065,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 5221729241 FVGY",,FVGY,VS2,3.53x3.43x2.43mm,"W/H: 0.26",,
FCD00066,,FCD00066,0.25,,1,,36923.08,64995.00,,,FCD00066,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 6223729242 FVGY",,FVGY,SI2,3.69x3.28x2.40mm,"W/H: 0.25",,
FCD00067,,FCD00067,0.44,,1,,36923.08,64995.00,,,FCD00067,,"Fancy Coloured Diamonds","Loose Coloured Diamonds",GIA,"GIA 2223729311 FIGY",,FIGY,SI1,4.45x3.92x2.99mm,"W/H: 0.44",,
FCDL0011,,FCDL0011,4.05,,1,,15000.00,26995.00,,,FCDL0011,,"Fancy Coloured Diamonds","Loose Coloured Diamonds","COLOUR DIAMONDS",,,"ASSORTED COLOURS",,,"W/H: 4.05",,
FCDL0013,,FCDL0013,0.39,,1,,20769.23,36995.00,,,FCDL0013,,"Fancy Coloured Diamonds","Loose Coloured Diamonds","COLOUR DIAMONDS",,,FIY,,,"W/H: 0.39",,
MEL0024,"ABD Melee BL1/SIAV Round 0.04ct",MEL0024,0.24,,1,,14418.46,30495.00,,,MEL0024,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 93916",1,BL,SIAV,,"W/H: 0.24",,
MEL0034E,"APD Melee REJECTION/SIAV Round 0.08ct",MEL0034E,43.85,,1,,17575.38,30995.00,,,MEL0034E,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 355119",9,P,SIAV,,"W/H: 43.85",,
MEL0048,"ABD Melee BL1/SIAV Round 0.01ct",MEL0048,0.17,,1,,12616.15,29495.00,,,MEL0048,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 93886",1,BL,SIAV,,"W/H: 0.17",,
MEL0078,"ABD Melee BL3/SIAV Round 0.01ct",MEL0078,0.50,,1,,18023.08,41495.00,,,MEL0078,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,BL,SIAV,,"W/H: 0.50",,
MEL0079,"ABD Melee BL3/SIAV Round 0.04ct",MEL0079,0.09,,1,,23430.00,53995.00,,,MEL0079,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,BL,SIAV,,"W/H: 0.09",,
MEL0081-8,,MEL0081-8,0.54,,1,,3784.85,8995.00,,,MEL0081-8,,"Fancy Coloured Diamonds","Loose Coloured Melee",GIA,"GIA 5222729261 FIY",,FIV,VVS2,4.82x3.83x2.91mm,"W/H: 0.54",,
MEL0083,"APD Melee 8PR/SIAV Emerald 0.04ct",MEL0083,0.17,,1,,7461.57,13495.00,,,MEL0083,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 102032",8,PR,SIAV,,"W/H: 0.17",,
MEL0168,,MEL0168,0.25,,1,,4505.77,10495.00,,,MEL0168,,"Fancy Coloured Diamonds","Loose Coloured Melee","YELLOW DIAMONDS",,,NFIY,VVS2,,"W/H: 0.25",,
MEL0180,"APD Melee 4P/SIAV Princess 0.01ct",MEL0180,0.16,,1,,74615.54,130995.00,,,MEL0180,,"Argyle Diamonds","Argyle Melee",ARGYLE,,4,P,SIAV,,"W/H: 0.16",,
MEL0181,"APD Melee 6PP/SIAV Princess 0.04ct",MEL0181,0.45,,1,,42282.15,74495.00,,,MEL0181,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 84705",6,PP,SIAV,,"W/H: 0.45",,
MEL0182,"APD Melee 5PP/SIAV Princess 0.04ct",MEL0182,0.34,,1,,75526.34,132495.00,,,MEL0182,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 77754",5,PP,SIAV,,"W/H: 0.34",,
MEL0209A,"APD Melee 7PP/SIAV Princess 0.04ct",MEL0209A,0.13,,1,,13679.52,23995.00,,,MEL0209A,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 112643",7,PP,SIAV,,"W/H: 0.13",,
MEL0209B,"APD Melee FLP/SIAV Princess 0.04ct",MEL0209B,0.11,,1,,8705.15,15495.00,,,MEL0209B,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 112643",,FLP,SIAV,,"W/H: 0.11",,
MEL0283,"APD Melee 5P/REJECT Round 0.01ct",MEL0283,5.30,,1,,31835.97,55995.00,,,MEL0283,,"Argyle Diamonds","Argyle Melee",ARGYLE,,5,P,,,"W/H: 5.30",,
MEL0365,"APD Melee 3PR/SIAV Round 0.01ct",MEL0365,0.11,,1,,32333.38,56995.00,,,MEL0365,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 370134",3,PR,SIAV,,"W/H: 0.11",,
MEL0411,"ABD Melee BL2/SIAV Round 0.01ct",MEL0411,0.36,,1,,20185.85,46495.00,,,MEL0411,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 112701",2,BL,SIAV,,"W/H: 0.28","MD: 0.08",
MEL0412,"ABD Melee BL2/SIAV Baguette 0.01ct",MEL0412,0.10,,1,,20307.69,46995.00,,,MEL0412,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 93611",2,BL,SIAV,,"W/H: 0.10",,
MEL0413,"ABD Melee BL3/SIAV Baguette 0.01ct",MEL0413,0.11,,1,,31720.62,72995.00,,,MEL0413,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 93612",3,BL,SIAV,,"W/H: 0.11",,
MEL0432,,MEL0432,0.48,,1,,4686.00,10995.00,,,MEL0432,,"Fancy Coloured Diamonds","Loose Coloured Melee",GIA,"GIA 6227729247 FLY",,FLY,VS1,4.30x4.27x2.77mm,"W/H: 0.48",,
MEL0433,,MEL0433,0.48,,1,,4686.00,10995.00,,,MEL0433,,"Fancy Coloured Diamonds","Loose Coloured Melee",GIA,"GIA 6224729286 FY",,FY,SI1,4.83x4.06x2.57mm,"W/H: 0.48",,
MEL0616,"APD Melee 7PR/SIAV Pear 0.08ct",MEL0616,5.77,,1,,34840.29,61495.00,,,MEL0616,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 1210596",45113,P/PR,SIAV,,"W/H: 5.77",,
MEL0617,"APD Melee 7PR/SIAV Oval 0.08ct",MEL0617,4.94,,1,,34840.29,61495.00,,,MEL0617,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 1210596",45113,PR,SIAV,,"W/H: 4.94",,
MEL0618,"APD Melee 7PR/SIAV Oval 0.08ct",MEL0618,2.90,,1,,34840.29,61495.00,,,MEL0618,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 1210596",45113,P/PR,SIAV,,"W/H: 2.90",,
MEL0694,"APD Melee 5P/SIAV Oval 0.08ct",MEL0694,0.88,,1,,215384.62,377495.00,,,MEL0694,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 212101",5,P,SIAV,,"W/H: 0.88",,
MEL0695,"APD Melee 5P/SIAV Fancy 0.08ct",MEL0695,0.37,,1,,215384.62,377495.00,,,MEL0695,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle lot # 284618",5,P,SIAV,,"W/H: 0.37",,
MEL0696,"APD Melee 5P/SIAV Oval 0.04ct",MEL0696,0.87,,1,,169230.77,296995.00,,,MEL0696,,"Argyle Diamonds","Argyle Melee",ARGYLE,,5,P,SIAV,,"W/H: 0.87",,
MEL0697,"APD Melee 6P/SIAV Heart 0.04ct",MEL0697,0.72,,1,,87692.31,153995.00,,,MEL0697,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle lot # 112814",6,P,SIAV,,"W/H: 0.72",,
MEL0698,"APD Melee 6P/SIAV Heart 0.04ct",MEL0698,0.85,,1,,87692.31,153995.00,,,MEL0698,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle lot # 20196",6,P,SIAV,,"W/H: 0.85",,
MEL0699,"APD Melee 2P/SIAV Heart 0.04ct",MEL0699,0.06,,1,,330769.23,579495.00,,,MEL0699,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle lot # 68718",2,P,SIAV,,"W/H: 0.06",,
MEL0700,"APD Melee 7P/SIAV Pear 0.04ct",MEL0700,0.88,,1,,76923.08,134995.00,,,MEL0700,,"Argyle Diamonds","Argyle Melee",ARGYLE,,7,P,SIAV,,"W/H: 0.88",,
MEL0701,"APD Melee 4PP/SIAV Pear 0.04ct",MEL0701,0.50,,1,,230769.23,404495.00,,,MEL0701,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle lot # 18266",4,PP,SIAV,,"W/H: 0.50",,
MEL0710,"APD Melee 6P/SIAV Pear 0.08ct",MEL0710,0.66,,1,,107692.31,188995.00,,,MEL0710,,"Argyle Diamonds","Argyle Melee",ARGYLE,,6,P,SIAV,,"W/H: 0.66",,
MEL0711,"APD Melee 4PP/SI1 Marquise 0.07ct",MEL0711,0.07,,1,,230769.23,404495.00,,,MEL0711,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 116607 GIA 5222267038 FIPP",4,PP,SI1,4.02x2.12x1.34mm,"W/H: 0.07",,
MEL0712,"ABD Melee BL3/SI1 Pear 0.08ct",MEL0712,0.08,,1,,207692.31,363995.00,,,MEL0712,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 401455 GIA 2225267034 FBG",3,BL,SI1,3.42x2.27x1.50mm,"W/H: 0.08",,
MEL0714,"APD Melee 4P/VS1 Pear 0.08ct",MEL0714,0.08,,1,,276923.08,484995.00,,,MEL0714,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 361132 GIA 6227267041 FIP",4,P,VS1,3.65x2.52x1.38mm,"W/H: 0.08",,
MEL0715,"APD Melee 4PP/VS1 Pear 0.10ct",MEL0715,0.10,,1,,307692.31,538995.00,,,MEL0715,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 116418 GIA 2221267035 FIPP",4,PP,VS1,3.85x2.34x1.65mm,"W/H: 0.10",,
MEL0717,"APD Melee 1PP/SI1 Pear 0.07ct",MEL0717,0.07,,1,,400000.00,700495.00,,,MEL0717,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 91906 GIA 2225267030 FVPP",1,PP,SI1,3.33x2.34x1.42mm,"W/H: 0.07",,
MEL0718,"APD Melee 2PP/SI2 Pear 0.07ct",MEL0718,0.07,,1,,361538.46,632995.00,,,MEL0718,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 360934 GIA 2195067212 FVPP",2,PP,SI2,3.52x2.22x1.51mm,"W/H: 0.07",,
MEL0719,"APD Melee 4PP/SI1 Radiant 0.09ct",MEL0719,0.09,,1,,276923.08,484995.00,,,MEL0719,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle lot # 18266 GIA 5221267043 FVP",4,PP,SI1,3.21x2.29x1.50mm,"W/H: 0.09",,
MEL0720,"APD Melee 3PP/VS1 Oval 0.08ct",MEL0720,0.08,,1,,346153.85,606495.00,,,MEL0720,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 344408 GIA 5222279436 FVPP",3,PP,VS1,3.44x2.60x1.36mm,"W/H: 0.08",,
MEL0721,"APD Melee 4PP/VS1 Pear 0.11ct",MEL0721,0.11,,1,,307692.31,538995.00,,,MEL0721,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 116418 GIA 1226276805 FVPP",4,PP,VS1,3.34x2.80x1.69mm,"W/H: 0.11",,
MEL0722,"APD Melee 4PP/VS1 Cushion 0.07ct",MEL0722,0.07,,1,,276923.08,484995.00,,,MEL0722,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle Lot # 361132 GIA 6224271554 FVPP",4,PP,VS1,2.70x2.26x1.52mm,"W/H: 0.07",,
MEL0723,"APD Melee 2PP/VS2 Oval 0.07ct",MEL0723,0.07,,1,,361538.46,632995.00,,,MEL0723,,"Argyle Diamonds","Argyle Melee",ARGYLE/GIA,"Argyle lot # 68718 GIA 6227267036 FVPP",2,PP,VS2,3.20x2.21x1.52mm,"W/H: 0.07","MD: 0.07",
MEL0749,"APD Melee 1PP/SIAV Round 0.08ct",MEL0749,0.08,,1,,502615.38,879595.00,,,MEL0749,,"Argyle Diamonds","Argyle Melee",GIA,"GIA 6224729604 FDPP",1,PP,SIAV,2.74x2.72x1.71mm,"W/H: 0.08",,
MEL1P-04RBC,"APD Melee 1PP/SIAV Round 0.04ct",MEL1P-04RBC,0.10,,1,,384615.38,673095.00,,,MEL1P-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,1,P,SIAV,,"W/H: 0.10",,
MEL1P-08RBC,"APD Melee 1PP/SIAV Round 0.08ct",MEL1P-08RBC,0.25,,1,,456923.08,799650.00,,,MEL1P-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,1,P,SIAV,,"W/H: 0.25",,
MEL1PP-01RBC,"APD Melee 1PP/SIAV Round 0.01ct",MEL1PP-01RBC,1.16,,1,,344615.38,603095.00,,,MEL1PP-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 91906",1,PP,SIAV,,"W/H: 1.13","MD: 0.03",
MEL1PR-01RBC,"APD Melee 1PR/SIAV Round 0.01ct",MEL1PR-01RBC,0.39,,1,,201600.00,352850.00,,,MEL1PR-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 448859",1,PR,SIAV,,"W/H: 0.39",,
MEL2P-01RBC,"APD Melee 2P/SIAV Round 0.01ct",MEL2P-01RBC,1.07,,1,,292803.08,512450.00,,,MEL2P-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,2,P,SIAV,,"W/H: 1.07",,
MEL2P-04RBC,"APD Melee 2P/SIAV Round 0.04ct",MEL2P-04RBC,1.03,,1,,302316.66,529095.00,,,MEL2P-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 360950",2,P,SIAV,,"W/H: 1.03",,
MEL2P-08RBC,"APD Melee 2P/SIAV Round 0.08ct",MEL2P-08RBC,0.16,,1,,336205.14,588395.00,,,MEL2P-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,2,P,SIAV,,"W/H: 0.16",,
MEL2PR-01RBC,"APD Melee 2PR/SIAV Round 0.01ct",MEL2PR-01RBC,0.43,,1,,190322.00,333095.00,,,MEL2PR-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 448860",2,PR,SIAV,,"W/H: 0.43",,
MEL3P-01RBC,"APD Melee 3P/SIAV Round 0.01ct",MEL3P-01RBC,2.92,,1,,218307.69,382050.00,,,MEL3P-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,P,SIAV,,"W/H: 2.92",,
MEL3P-04RBC,"APD Melee 3P/SIAV Round 0.04ct",MEL3P-04RBC,1.99,,1,,266831.22,466995.00,,,MEL3P-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,P,SIAV,,"W/H: 1.93","MD: 0.06",
MEL3P-08RBC,"APD Melee 3P/SIAV Round 0.08ct",MEL3P-08RBC,0.67,,1,,318987.37,558250.00,,,MEL3P-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,P,SIAV,,"W/H: 0.67",,
MEL3PP-01RBC,"APD Melee 3P/SIAV Round 0.01ct",MEL3PP-01RBC,0.05,,1,,240138.46,420250.00,,,MEL3PP-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,P,SIAV,,"W/H: 0.05",,
MEL3PP-04RBC,"APD Melee 3P/SIAV Round 0.04ct",MEL3PP-04RBC,0.09,,1,,293514.34,513650.00,,,MEL3PP-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,3,P,SIAV,,"W/H: 0.04","MD: 0.05",
MEL3PR-005RBC,"APD Melee 3PR/SIAV Round 0.01ct",MEL3PR-005RBC,0.10,,1,,32333.38,56595.00,,,MEL3PR-005RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 370134",3,PR,SIAV,,"W/H: 0.10",,
MEL3PR-04RBC,"APD Melee 3PR/SIAV Round 0.04ct",MEL3PR-04RBC,2.31,,1,,173440.28,303550.00,,,MEL3PR-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 448872",3,PR,SIAV,,"W/H: 2.31",,
MEL4P-005RBC,"APD Melee 4P/SIAV Round 0.01ct",MEL4P-005RBC,0.58,,1,,106615.38,186595.00,,,MEL4P-005RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 360928",4,P,SIAV,,"W/H: 0.58",,
MEL4P-01RBC,"APD Melee 4P/SIAV Round 0.01ct",MEL4P-01RBC,1.12,,1,,167538.46,293195.00,,,MEL4P-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,4,P,SIAV,,"W/H: 1.12",,
MEL4P-04RBC,"APD Melee 4P/SIAV Round 0.04ct",MEL4P-04RBC,2.63,,1,,217974.00,381495.00,,,MEL4P-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,4,P,SIAV,,"W/H: 2.63",,
MEL4P-08RBC,"APD Melee 4P/SIAV Round 0.08ct",MEL4P-08RBC,0.98,,1,,258923.08,453150.00,,,MEL4P-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 91929",4,P,SIAV,,"W/H: 0.98",,
MEL4PP-01RBC,"APD Melee 4PP/SIAV Round 0.01ct",MEL4PP-01RBC,0.03,,1,,184292.31,322550.00,,,MEL4PP-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 361120",4,PP,SIAV,,"W/H: 0.03",,
MEL4PP-04RBC,"APD Melee 4PP/SIAV Round 0.04ct",MEL4PP-04RBC,0.17,,1,,239771.40,419595.00,,,MEL4PP-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 361189",4,PP,SIAV,,"W/H: 0.17",,
MEL4PP-08RBC,"APD Melee 4PP/SIAV Round 0.08ct",MEL4PP-08RBC,0.20,,1,,284815.38,498450.00,,,MEL4PP-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,,4,P,SIAV,,"W/H: 0.20",,
MEL5P-005RBC,"APD Melee 5P/SIAV Round 0.01ct",MEL5P-005RBC,2.41,,1,,63517.37,111195.00,,,MEL5P-005RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 374782",5,P,SIAV,,"W/H: 2.41",,
MEL5P-01RBC,"APD Melee 5P/SIAV Round 0.01ct",MEL5P-01RBC,6.35,,1,,78238.14,136950.00,,,MEL5P-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 367752",5,P,SIAV,,"W/H: 6.35",,
MEL5P-04RBC,"APD Melee 5P/SIAV Round 0.04ct",MEL5P-04RBC,3.27,,1,,108961.55,190695.00,,,MEL5P-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 370452",5,P,SIAV,,"W/H: 3.27",,
MEL5P-08RBC,"APD Melee 5P/SIAV Round 0.08ct",MEL5P-08RBC,0.70,,1,,143417.63,250995.00,,,MEL5P-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 361315",5,P,SIAV,,"W/H: 0.70",,
MEL5PP-005RBC,"APD Melee 5PP/SIAV Round 0.01ct",MEL5PP-005RBC,1.18,,1,,69869.11,122295.00,,,MEL5PP-005RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 380699",5,PP,SIAV,,"W/H: 1.18",,
MEL5PP-01RBC,"APD Melee 5PP/SIAV Round 0.01ct",MEL5PP-01RBC,0.92,,1,,86061.95,150650.00,,,MEL5PP-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 370490",5,PP,SIAV,,"W/H: 0.92",,
MEL5PP-04RBC,"APD Melee 5PP/SIAV Round 0.04ct",MEL5PP-04RBC,0.65,,1,,119857.69,209750.00,,,MEL5PP-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 367881",5,PP,SIAV,,"W/H: 0.65",,
MEL5PP-08RBC,"APD Melee 5PP/SIAV Round 0.08ct",MEL5PP-08RBC,0.09,,1,,157759.40,276095.00,,,MEL5PP-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 375043",5,PP,SIAV,,"W/H: 0.09",,
MEL5PR-005RBC,"APD Melee 5PR/SIAV Round 0.01ct",MEL5PR-005RBC,0.64,,1,,41286.29,72295.00,,,MEL5PR-005RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 370377",5,PR,SIAV,,"W/H: 0.64",,
MEL5PR-01RBC,"APD Melee 5PR/SIAV Round 0.01ct",MEL5PR-01RBC,7.69,,1,,50854.80,88995.00,,,MEL5PR-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 377841",5,PR,SIAV,,"W/H: 7.69",,
MEL5PR-04RBC,"APD Melee 5PR/SIAV Round 0.04ct",MEL5PR-04RBC,3.07,,1,,70825.02,123950.00,,,MEL5PR-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 380890",5,PR,SIAV,,"W/H: 3.07",,
MEL5PR-08RBC,"APD Melee 5PR/SIAV Round 0.08ct",MEL5PR-08RBC,0.25,,1,,93221.46,163150.00,,,MEL5PR-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 354527",5,PR,SIAV,,"W/H: 0.25",,
MEL6P-005RBC,"APD Melee 6P/SIAV Round 0.01ct",MEL6P-005RBC,8.06,,1,,30769.23,53995.00,,,MEL6P-005RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 380699",6,P,SIAV,,"W/H: 8.06",,
MEL6P-01RBC,"APD Melee 6P/SIAV Round 0.01ct",MEL6P-01RBC,26.29,,1,,38153.85,66995.00,,,MEL6P-01RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 364222",6,P,SIAV,,"W/H: 26.29",,
MEL6P-04RBC,"APD Melee 6P/SIAV Round 0.04ct",MEL6P-04RBC,10.83,,1,,56163.38,98495.00,,,MEL6P-04RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 367913",6,P,SIAV,,"W/H: 10.83",,
MEL6P-08RBC,"APD Melee 6P/SIAV Round 0.08ct",MEL6P-08RBC,2.68,,1,,78769.23,138495.00,,,MEL6P-08RBC,,"Argyle Diamonds","Argyle Melee",ARGYLE,"Argyle Lot # 367739",6,P,SIAV,,"W/H: 2.52","MD: 0.16",
