SKU,Brand,Measurement,Stone_Intensity,Product_Type,Stone_Specifications,Stone_Shape,Collections,Carat_Weight,Stone_Colour,Treatment,Description,Centre_Stone_SKU
SDS01110,"Sapphire Dreams",5.00x7.00mm,0.89,"Loose sapphires","ID No.: 01110<br>Colour: PARTI<br>Shape: ROUND<br>Weight: 0.89ct<br>Size: 5.00x7.00mm<br>Origin: AUSTRALIA",Round,SDS,0.89,Parti,,"An Australian Round cut Parti sapphire weighing 0.89ct and measures 5.00x7.00mm.",
SDS01111,"Sapphire Dreams",6.00mm,1.08,"Loose sapphires","ID No.: 01111<br>Colour: YELLOW GREEN<br>Shape: ROUND<br>Weight: 1.08ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,1.08,"Yellow Green",,"An Australian Round cut Yellow Green sapphire weighing 1.08ct and measures 6.00mm.",
SDS01112,"Sapphire Dreams",6.50x6.50mm,1.39,"Loose sapphires","ID No.: 01112<br>Colour: GREEN <br>Shape: ROUND<br>Weight: 1.39ct<br>Size: 6.50x6.50mm<br>Origin: AUSTRALIA",Round,SDS,1.39,"Green ",Unheated,"An unheated Australian Round cut Green  sapphire weighing 1.39ct and measures 6.50x6.50mm.",
SDS01113,"Sapphire Dreams",7.00mm,1.87,"Loose sapphires","ID No.: 01113<br>Colour: GREEN<br>Shape: ROUND<br>Weight: 1.87ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Round,SDS,1.87,Green,,"An Australian Round cut Green sapphire weighing 1.87ct and measures 7.00mm.",
SDS01114,"Sapphire Dreams",6.00mm,0.85,"Loose sapphires","ID No.: 01114<br>Colour: GREEN YELLOW<br>Shape: TRILLIANT<br>Weight: 0.85ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.85,"Green Yellow",,"An Australian Trilliant cut Green Yellow sapphire weighing 0.85ct and measures 6.00mm.",
SDS01115,"Sapphire Dreams",6.00mm,0.91,"Loose sapphires","ID No.: 01115<br>Colour: GOLDEN YELLOW<br>Shape: HEART<br>Weight: 0.91ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Heart,SDS,0.91,"Golden Yellow",,"An Australian Heart cut Golden Yellow sapphire weighing 0.91ct and measures 6.00mm.",
SDS01116,"Sapphire Dreams",7.00mm,1.81,"Loose sapphires","ID No.: 01116<br>Colour: PARTI <br>Shape: HEART<br>Weight: 1.81ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Heart,SDS,1.81,"Parti ",Unheated,"An unheated Australian Heart cut Parti  sapphire weighing 1.81ct and measures 7.00mm.",
SDS01117,"Sapphire Dreams",5.70mm,1.04,"Loose sapphires","ID No.: 01117<br>Colour: YELLOW GREEN<br>Shape: HEART<br>Weight: 1.04ct<br>Size: 5.70mm<br>Origin: AUSTRALIA",Heart,SDS,1.04,"Yellow Green",,"An Australian Heart cut Yellow Green sapphire weighing 1.04ct and measures 5.70mm.",
SDS01118,"Sapphire Dreams",8.50x5.30mm,1.51,"Loose sapphires","ID No.: 01118<br>Colour: GREEN <br>Shape: EMERALD<br>Weight: 1.51ct<br>Size: 8.50x5.30mm<br>Origin: AUSTRALIA",Emerald,SDS,1.51,"Green ",Unheated,"An unheated Australian Emerald cut Green  sapphire weighing 1.51ct and measures 8.50x5.30mm.",
SDS01119,"Sapphire Dreams",10.00x4.20mm,1.27,"Loose sapphires","ID No.: 01119<br>Colour: GREEN PARTI <br>Shape: BAGUETTE<br>Weight: 1.27ct<br>Size: 10.00x4.20mm<br>Origin: AUSTRALIA",Baguette,SDS,1.27,"Green Parti ",Unheated,"An unheated Australian Baguette cut Green Parti  sapphire weighing 1.27ct and measures 10.00x4.20mm.",
SDS01120,"Sapphire Dreams",8.00x4.50mm,1.42,"Loose sapphires","ID No.: 01120<br>Colour: GREEN PARTI <br>Shape: BAGUETTE<br>Weight: 1.42ct<br>Size: 8.00x4.50mm<br>Origin: AUSTRALIA",Baguette,SDS,1.42,"Green Parti ",Unheated,"An unheated Australian Baguette cut Green Parti  sapphire weighing 1.42ct and measures 8.00x4.50mm.",
SDS01121,"Sapphire Dreams",7.00x5.00mm,1.10,"Loose sapphires","ID No.: 01121<br>Colour: GREEN PARTI<br>Shape: EMERALD<br>Weight: 1.10ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.10,"Green Parti",,"An Australian Emerald cut Green Parti sapphire weighing 1.10ct and measures 7.00x5.00mm.",
SDS01122,"Sapphire Dreams",7.00x5.00mm,1.02,"Loose sapphires","ID No.: 01122<br>Colour: GREEN PARTI<br>Shape: EMERALD<br>Weight: 1.02ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.02,"Green Parti",,"An Australian Emerald cut Green Parti sapphire weighing 1.02ct and measures 7.00x5.00mm.",
SDS01123,"Sapphire Dreams",7.00x5.00mm,0.97,"Loose sapphires","ID No.: 01123<br>Colour: GREEN PARTI<br>Shape: EMERALD<br>Weight: 0.97ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.97,"Green Parti",,"An Australian Emerald cut Green Parti sapphire weighing 0.97ct and measures 7.00x5.00mm.",
SDS01124,"Sapphire Dreams",7.00x5.00mm,0.72,"Loose sapphires","ID No.: 01124<br>Colour: PARTI<br>Shape: EMERALD<br>Weight: 0.72ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.72,Parti,,"An Australian Emerald cut Parti sapphire weighing 0.72ct and measures 7.00x5.00mm.",
SDS01125,"Sapphire Dreams",7.00x5.00mm,1.30,"Loose sapphires","ID No.: 01125<br>Colour: GREEN PARTI<br>Shape: EMERALD<br>Weight: 1.30ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.30,"Green Parti",,"An Australian Emerald cut Green Parti sapphire weighing 1.30ct and measures 7.00x5.00mm.",
SDS01126,"Sapphire Dreams",7.00x5.00mm,0.98,"Loose sapphires","ID No.: 01126<br>Colour: YELLOW PARTI<br>Shape: EMERALD<br>Weight: 0.98ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.98,"Yellow Parti",,"An Australian Emerald cut Yellow Parti sapphire weighing 0.98ct and measures 7.00x5.00mm.",
SDS01127,"Sapphire Dreams",6.50x4.50mm,0.76,"Loose sapphires","ID No.: 01127<br>Colour: ORANGE <br>Shape: OCTAGONAL<br>Weight: 0.76ct<br>Size: 6.50x4.50mm<br>Origin: AUSTRALIA",Octagonal,SDS,0.76,"Orange ",Unheated,"An unheated Australian Octagonal cut Orange  sapphire weighing 0.76ct and measures 6.50x4.50mm.",
SDS01128,"Sapphire Dreams",5.50x4.00mm,0.50,"Loose sapphires","ID No.: 01128<br>Colour: ORANGE <br>Shape: EMERALD<br>Weight: 0.50ct<br>Size: 5.50x4.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.50,"Orange ",Unheated,"An unheated Australian Emerald cut Orange  sapphire weighing 0.50ct and measures 5.50x4.00mm.",
SDS01129,"Sapphire Dreams",7.00x5.00mm,1.12,"Loose sapphires","ID No.: 01129<br>Colour: GOLDEN <br>Shape: OCTAGONAL<br>Weight: 1.12ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Octagonal,SDS,1.12,"Golden ",Unheated,"An unheated Australian Octagonal cut Golden  sapphire weighing 1.12ct and measures 7.00x5.00mm.",
SDS01130,"Sapphire Dreams",5.00mm,0.60,"Loose sapphires","ID No.: 01130<br>Colour: GOLDEN<br>Shape: ROUND<br>Weight: 0.60ct<br>Size: 5.00mm<br>Origin: AUSTRALIA",Round,SDS,0.60,Golden,,"An Australian Round cut Golden sapphire weighing 0.60ct and measures 5.00mm.",
SDS01131,"Sapphire Dreams",5.00mm,0.70,"Loose sapphires","ID No.: 01131<br>Colour: GOLDEN<br>Shape: ROUND<br>Weight: 0.70ct<br>Size: 5.00mm<br>Origin: AUSTRALIA",Round,SDS,0.70,Golden,,"An Australian Round cut Golden sapphire weighing 0.70ct and measures 5.00mm.",
SDS01132,"Sapphire Dreams",6.00mm,1.05,"Loose sapphires","ID No.: 01132<br>Colour: GOLDEN <br>Shape: ROUND<br>Weight: 1.05ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,1.05,"Golden ",Unheated,"An unheated Australian Round cut Golden  sapphire weighing 1.05ct and measures 6.00mm.",
SDS01133,"Sapphire Dreams",8.00x6.00mm,1.64,"Loose sapphires","ID No.: 01133<br>Colour: PARTI YELLOW <br>Shape: EMERALD<br>Weight: 1.64ct<br>Size: 8.00x6.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.64,"Parti Yellow ",Unheated,"An unheated Australian Emerald cut Parti Yellow  sapphire weighing 1.64ct and measures 8.00x6.00mm.",
SDS01134,"Sapphire Dreams",6.00mm,1.00,"Loose sapphires","ID No.: 01134<br>Colour: YELLOW <br>Shape: ROUND<br>Weight: 1.00ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,1.00,"Yellow ",Unheated,"An unheated Australian Round cut Yellow  sapphire weighing 1.00ct and measures 6.00mm.",
SDS01135,"Sapphire Dreams",6.00x6.00mm,1.37,"Loose sapphires","ID No.: 01135<br>Colour: PARTI YELLOW<br>Shape: PRINCESS<br>Weight: 1.37ct<br>Size: 6.00x6.00mm<br>Origin: AUSTRALIA",Princess,SDS,1.37,"Parti Yellow",,"An Australian Princess cut Parti Yellow sapphire weighing 1.37ct and measures 6.00x6.00mm.",
SDS01136,"Sapphire Dreams",7.00x5.00mm,1.20,"Loose sapphires","ID No.: 01136<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 1.20ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.20,Blue,,"An Australian Oval cut Blue sapphire weighing 1.20ct and measures 7.00x5.00mm.",
SDS01137,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01137<br>Colour: ROYAL BLUE<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,"Royal Blue",,"An Australian Oval cut Royal Blue sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01138,"Sapphire Dreams",7.00x5.00mm,0.85,"Loose sapphires","ID No.: 01138<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.85ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.85,Blue,,"An Australian Oval cut Blue sapphire weighing 0.85ct and measures 7.00x5.00mm.",
SDS01139,"Sapphire Dreams",7.00x5.00mm,1.08,"Loose sapphires","ID No.: 01139<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.08ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.08,Parti,,"An Australian Oval cut Parti sapphire weighing 1.08ct and measures 7.00x5.00mm.",
SDS01140,"Sapphire Dreams",7.00x5.00mm,1.07,"Loose sapphires","ID No.: 01140<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.07ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.07,Parti,,"An Australian Oval cut Parti sapphire weighing 1.07ct and measures 7.00x5.00mm.",
SDS01141,"Sapphire Dreams",7.00x5.00mm,1.15,"Loose sapphires","ID No.: 01141<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.15ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.15,Parti,,"An Australian Oval cut Parti sapphire weighing 1.15ct and measures 7.00x5.00mm.",
SDS01142,"Sapphire Dreams",7.00x5.00mm,0.91,"Loose sapphires","ID No.: 01142<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.91ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.91,Blue,,"An Australian Oval cut Blue sapphire weighing 0.91ct and measures 7.00x5.00mm.",
SDS01143,"Sapphire Dreams",7.00x5.00mm,1.20,"Loose sapphires","ID No.: 01143<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.20ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.20,Parti,,"An Australian Oval cut Parti sapphire weighing 1.20ct and measures 7.00x5.00mm.",
SDS01144,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01144<br>Colour: BLUE<br>Shape: RADIANT<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,1.00,Blue,,"An Australian Radiant cut Blue sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01145,"Sapphire Dreams",7.00x5.00mm,0.99,"Loose sapphires","ID No.: 01145<br>Colour: PARTI<br>Shape: RADIANT<br>Weight: 0.99ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,0.99,Parti,,"An Australian Radiant cut Parti sapphire weighing 0.99ct and measures 7.00x5.00mm.",
SDS01146,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01146<br>Colour: BLUE<br>Shape: RADIANT<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,1.00,Blue,,"An Australian Radiant cut Blue sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01147,"Sapphire Dreams",7.00x5.00mm,1.24,"Loose sapphires","ID No.: 01147<br>Colour: PARTI<br>Shape: RADIANT<br>Weight: 1.24ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,1.24,Parti,,"An Australian Radiant cut Parti sapphire weighing 1.24ct and measures 7.00x5.00mm.",
SDS01148,"Sapphire Dreams",7.00x5.00mm,0.90,"Loose sapphires","ID No.: 01148<br>Colour: BLUE<br>Shape: EMERALD<br>Weight: 0.90ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.90,Blue,,"An Australian Emerald cut Blue sapphire weighing 0.90ct and measures 7.00x5.00mm.",
SDS01149,"Sapphire Dreams",7.00x5.00mm,1.13,"Loose sapphires","ID No.: 01149<br>Colour: BLUE<br>Shape: EMERALD<br>Weight: 1.13ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.13,Blue,,"An Australian Emerald cut Blue sapphire weighing 1.13ct and measures 7.00x5.00mm.",
SDS01150,"Sapphire Dreams",7.00x5.00mm,1.03,"Loose sapphires","ID No.: 01150<br>Colour: BLUE TEAL<br>Shape: EMERALD<br>Weight: 1.03ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.03,"Blue Teal",,"An Australian Emerald cut Blue Teal sapphire weighing 1.03ct and measures 7.00x5.00mm.",
SDS01151,"Sapphire Dreams",7.00x5.00mm,1.02,"Loose sapphires","ID No.: 01151<br>Colour: PARTI<br>Shape: RADIANT<br>Weight: 1.02ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,1.02,Parti,,"An Australian Radiant cut Parti sapphire weighing 1.02ct and measures 7.00x5.00mm.",
SDS01152,"Sapphire Dreams",7.00x5.00mm,1.07,"Loose sapphires","ID No.: 01152<br>Colour: BLUE TEAL<br>Shape: RADIANT<br>Weight: 1.07ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,1.07,"Blue Teal",,"An Australian Radiant cut Blue Teal sapphire weighing 1.07ct and measures 7.00x5.00mm.",
SDS01153,"Sapphire Dreams",7.00x5.00mm,1.15,"Loose sapphires","ID No.: 01153<br>Colour: BLUE<br>Shape: RADIANT<br>Weight: 1.15ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Radiant,SDS,1.15,Blue,,"An Australian Radiant cut Blue sapphire weighing 1.15ct and measures 7.00x5.00mm.",
SDS01154,"Sapphire Dreams",7.00x5.00mm,0.91,"Loose sapphires","ID No.: 01154<br>Colour: BLUE<br>Shape: EMERALD<br>Weight: 0.91ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,0.91,Blue,,"An Australian Emerald cut Blue sapphire weighing 0.91ct and measures 7.00x5.00mm.",
SDS01155,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01155<br>Colour: BLUE<br>Shape: EMERALD<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.00,Blue,,"An Australian Emerald cut Blue sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01156,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01156<br>Colour: BLUE<br>Shape: EMERALD<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Emerald,SDS,1.00,Blue,,"An Australian Emerald cut Blue sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01157,"Sapphire Dreams",7.00x5.00mm,0.96,"Loose sapphires","ID No.: 01157<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.96ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.96,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.96ct and measures 7.00x5.00mm.",
SDS01158,"Sapphire Dreams",7.00x5.00mm,1.04,"Loose sapphires","ID No.: 01158<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.04ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.04,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.04ct and measures 7.00x5.00mm.",
SDS01159,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01159<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01160,"Sapphire Dreams",7.00x5.00mm,0.92,"Loose sapphires","ID No.: 01160<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.92ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.92,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.92ct and measures 7.00x5.00mm.",
SDS01161,"Sapphire Dreams",7.00x5.00mm,0.95,"Loose sapphires","ID No.: 01161<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.95ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.95,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.95ct and measures 7.00x5.00mm.",
SDS01162,"Sapphire Dreams",7.00x5.00mm,0.96,"Loose sapphires","ID No.: 01162<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.96ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.96,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.96ct and measures 7.00x5.00mm.",
SDS01163,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01163<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01164,"Sapphire Dreams",7.00x5.00mm,0.80,"Loose sapphires","ID No.: 01164<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.80ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.80,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.80ct and measures 7.00x5.00mm.",
SDS01165,"Sapphire Dreams",7.00x5.00mm,0.87,"Loose sapphires","ID No.: 01165<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.87ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.87,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.87ct and measures 7.00x5.00mm.",
SDS01166,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01166<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01167,"Sapphire Dreams",7.00x5.00mm,1.30,"Loose sapphires","ID No.: 01167<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.30ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.30,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.30ct and measures 7.00x5.00mm.",
SDS01168,"Sapphire Dreams",7.00x5.00mm,1.20,"Loose sapphires","ID No.: 01168<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.20ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.20,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.20ct and measures 7.00x5.00mm.",
SDS01169,"Sapphire Dreams",7.00x5.00mm,0.78,"Loose sapphires","ID No.: 01169<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.78ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.78,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.78ct and measures 7.00x5.00mm.",
SDS01170,"Sapphire Dreams",7.00x5.00mm,0.95,"Loose sapphires","ID No.: 01170<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.95ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.95,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.95ct and measures 7.00x5.00mm.",
SDS01171,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01171<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01172,"Sapphire Dreams",7.00x5.00mm,0.90,"Loose sapphires","ID No.: 01172<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.90ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.90,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.90ct and measures 7.00x5.00mm.",
SDS01173,"Sapphire Dreams",7.00x5.00mm,0.97,"Loose sapphires","ID No.: 01173<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.97ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.97,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.97ct and measures 7.00x5.00mm.",
SDS01174,"Sapphire Dreams",7.00x5.00mm,1.00,"Loose sapphires","ID No.: 01174<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.00,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.00ct and measures 7.00x5.00mm.",
SDS01175,"Sapphire Dreams",7.00x5.00mm,0.98,"Loose sapphires","ID No.: 01175<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.98ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.98,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.98ct and measures 7.00x5.00mm.",
SDS01176,"Sapphire Dreams",7.00x5.00mm,1.60,"Loose sapphires","ID No.: 01176<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 1.60ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.60,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 1.60ct and measures 7.00x5.00mm.",
SDS01177,"Sapphire Dreams","7.00 x 5.00mm",1.24,"Loose sapphires","ID No.: 01177<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.24ct<br>Size: 7.00 x 5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.24,Parti,,"An Australian Oval cut Parti sapphire weighing 1.24ct and measures 7.00 x 5.00mm.",
SDS01178,"Sapphire Dreams",7.00x5.00mm,0.99,"Loose sapphires","ID No.: 01178<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.99ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.99,"Parti Teal",,"An Australian Oval cut Parti Teal sapphire weighing 0.99ct and measures 7.00x5.00mm.",
SDS01179,"Sapphire Dreams",7.00x5.00mm,0.99,"Loose sapphires","ID No.: 01179<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.99ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.99,Parti,,"An Australian Oval cut Parti sapphire weighing 0.99ct and measures 7.00x5.00mm.",
SDS01180,"Sapphire Dreams",7.00x5.00mm,0.90,"Loose sapphires","ID No.: 01180<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.90ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.90,Parti,,"An Australian Oval cut Parti sapphire weighing 0.90ct and measures 7.00x5.00mm.",
SDS01181,"Sapphire Dreams",,1.67,"Loose sapphires","ID No.: 01181<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 1.67ct<br>Size: <br>Origin: AUSTRALIA",Pear,SDS,1.67,Green,,"An Australian Pear cut Green sapphire weighing 1.67ct and measures .",
SDS01182,"Sapphire Dreams",7.15x7.15mm,1.51,"Loose sapphires","ID No.: 01182<br>Colour: GREEN<br>Shape: HEART<br>Weight: 1.51ct<br>Size: 7.15x7.15mm<br>Origin: AUSTRALIA",Heart,SDS,1.51,Green,,"An Australian Heart cut Green sapphire weighing 1.51ct and measures 7.15x7.15mm.",
SDS01183,"Sapphire Dreams",6.47x6.52mm,1.04,"Loose sapphires","ID No.: 01183<br>Colour: PARTI GREEN<br>Shape: HEART<br>Weight: 1.04ct<br>Size: 6.47x6.52mm<br>Origin: AUSTRALIA",Heart,SDS,1.04,"Parti Green",,"An Australian Heart cut Parti Green sapphire weighing 1.04ct and measures 6.47x6.52mm.",
SDS01184,"Sapphire Dreams",7.00x5.00mm,1.12,"Loose sapphires","ID No.: 01184<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 1.12ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,1.12,Blue,,"An Australian Oval cut Blue sapphire weighing 1.12ct and measures 7.00x5.00mm.",
SDS01185,"Sapphire Dreams",7.00x5.00mm,0.80,"Loose sapphires","ID No.: 01185<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.80ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.80,Blue,,"An Australian Oval cut Blue sapphire weighing 0.80ct and measures 7.00x5.00mm.",
SDS01186,"Sapphire Dreams",7.00x5.00mm,0.89,"Loose sapphires","ID No.: 01186<br>Colour: TEAL BLUE<br>Shape: OVAL<br>Weight: 0.89ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,SDS,0.89,"Teal Blue",,"An Australian Oval cut Teal Blue sapphire weighing 0.89ct and measures 7.00x5.00mm.",
